name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Kettlebell Single Arm Rear Delt Fly,"Shoulders, Rear Shoulders",Kettlebells,Intermediate,"Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | Bring one arm behind you and rest this arm on your back. With the other arm, hold the kettlebell at arms length close to the floor. | Swing the kettlebell out and up towards the side of your body and then return to centre. Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-rear-delt-fly-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-rear-delt-fly-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-single-arm-rear-delt-fly
Kettlebell Standing Tricep Extension,Triceps,Kettlebells,Novice,Stand with legs shoulder width apart. | Hold the kettlebell in both hands behind your head. | Straighten arms bringing kettlebell above your head. | Return to the starting position and repeat.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-standing-tricep-extension-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-standing-tricep-extension-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/triceps/kettlebell-standing-tricep-extension
Kettlebell Decline Skull Crusher,Triceps,Kettlebells,Advanced,"Lie on the floor with your upper back and soles of feet on the floor, knees bent, and pelvis and lower back suspended in the air. | Hold the kettlebell in both hands directly above your chest. | Keeping your upper arms in place, bend your elbows to bring the kettlebell to the floor above your head. | Return the kettlebell to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-decline-skull-crusher-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-decline-skull-crusher-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/triceps/kettlebell-decline-skull-crusher
Kettlebell Single Arm Row,"Biceps, Forearms, Lats",Kettlebells,Novice,"Stand with your feet shoulder width apart, shifting one foot behind you. Hold the kettlebell in the same hand as the leg shifted backwards. | Bend forwards at the hips bringing the kettlebell to the floor while you slightly bend your knee, keeping your back straight. | Lift the kettlebell upwards towards your chest and lower - repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-row
Kettlebell Pullover,Lats,Kettlebells,Advanced,"Rest your upper back on the bench and place soles of your feet firmly on the floor keeping torso and thighs suspended and parallel to the floor. | Hold the kettlebell with both hands above your chest, keeping your arms straight. | Keeping your arms straight, move the kettlebell in the direction of your head until your arms are parallel to the floor. | Return to starting to position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-pullover-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-pullover-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lats/kettlebell-pullover
Kettlebell Long Lever Lateral Raise,"Shoulders, Front Shoulders",Kettlebells,Intermediate,"Stand with feet shoulder width apart holding a kettlebell with one hand at your side. | Keeping your arm straight, swing the kettlebell up and out, away from your body to around head height, holding on to the kettlebell firmly so it does not change position in your hand. | Return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-long-lever-lateral-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-long-lever-lateral-raise-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-long-lever-lateral-raise
Kettlebell Single Arm Lateral Raise,"Shoulders, Front Shoulders",Kettlebells,Beginner,"Stand with feet shoulder width apart holding a kettlebell with one hand at your side. | Keeping your arm straight, swing the kettlebell up and out, away from your body to around head height. | Return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-lateral-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-lateral-raise-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-single-arm-lateral-raise
Kettlebell Shrug (Single),Traps,Kettlebells,Novice,"Standing up straight with feet shoulder width apart. | Holding the kettlebell in both hands in front of your pelvis, engage your shoulder blades, as if you are trying to touch them together. | Release the shrug and repeat",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-shrug-single-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-shrug-single-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/traps/kettlebell-shrug-single
Kettlebell Upright Row,"Shoulders, Traps, Front Shoulders",Kettlebells,Novice,"Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | Lift the kettlebell upwards towards your chest and lower - repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-upright-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-upright-row
Kettlebell Silverback Shrug (Single),"Traps (mid-back), Traps",Kettlebells,Beginner,"Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | Holding the kettlebell in both hands engage your shoulder blades, as if you are trying to touch them together. Release the shrug.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-silverback-shrug-single-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-silverback-shrug-single-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug-single
Kettlebell Incline Shrug,"Traps (mid-back), Traps",Kettlebells,Beginner,"Leaning across the back section of the bench, with feet firmly on the floor and with arms hanging to the sides. | Holding the kettlebell in both hands engage your shoulder blades, as if you are trying to touch them together. Release the shrug.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-incline-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-incline-shrug-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-incline-shrug
Kettlebell Step Up,"Glutes, Quads",Kettlebells,Beginner,"Standing up straight, using a bench as a step, raise one foot onto the bench and hold the kettlebell in the same arm as the straight leg. | Stand and bring both feet onto the bench. Slowly lower your leg back down to the starting position. | Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-step-up-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-step-up-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-step-up
Kettlebell Goblet Squat,"Glutes, Quads",Kettlebells,Novice,"Hold the weight tucked into your upper chest area, keeping your elbows in. Your feet should be slightly wider than your shoulders. | Sink down into the squat, keeping your elbows inside the track of your knees. | Push through your heels while keeping your chest up and return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-goblet-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-goblet-squat-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-goblet-squat
Kettlebell Heels Up Goblet Squat,"Glutes, Quads",Kettlebells,Novice,"Hold the weight tucked into your upper chest area, keeping your elbows in. Your feet should be slightly wider than your shoulders and the heels slightly raised on a surface. | Sink down into the squat, keeping your elbows inside the track of your knees. | Push through your heels while keeping your chest up and return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-heels-up-goblet-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-heels-up-goblet-squat-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-heels-up-goblet-squat
Kettlebell Single Arm Reverse Lunge,"Glutes, Quads",Kettlebells,Beginner,"Stand straight with your feet slightly apart and hold a kettlebell in one hand. | Bring the same leg as the arm holding the kettlebell behind you, squat down until your back knee touches the ground, keeping your back straight. | Return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-reverse-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-reverse-lunge-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-reverse-lunge
Kettlebell Single Arm Forward Lunge,"Glutes, Quads",Kettlebells,Beginner,"Stand straight with your feet slightly apart and hold a kettlebell in one hand. | Bring the same leg as the arm holding the kettlebell in front of you, squat down until your thigh is parallel to the ground, keeping your back straight. | Return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-forward-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-forward-lunge-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-forward-lunge
Kettlebell Lateral Lunge (Single),"Glutes, Quads",Kettlebells,Intermediate,"Stand straight with your feet shoulder width apart. Keep your back straight and hold the kettlebell in front of your pelvis. | Take a large step to one side, holding the kettlebell low and lunge into the bent leg. | Return to the starting position and repeat",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-lateral-lunge-single-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-lateral-lunge-single-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-lateral-lunge-single
Kettlebell Tate Press,Triceps,Kettlebells,Intermediate,"Lie flat on your back. Keeping your arm straight, hold the kettlebell above your chest with your palm facing away from your body. | Bend your arm, touching the kettlebell to the top of the shoulder opposite to the arm being worked. | Return to the starting position and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-tate-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-tate-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/triceps/kettlebell-tate-press
Kettlebell Hollow Hold,Abdominals,Kettlebells,Advanced,"Grab a kettlebell. | Lie on your back, lift legs & shoulders off floor. | Hold kettlebell above your head, engage core, and maintain position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-hollow-hold-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-hollow-hold-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-hollow-hold
Kettlebell Superman,Lower back,Kettlebells,Advanced,"Begin by lying face down on the floor with a kettlebell in each hand, arms extended. | Lift your chest and legs off the ground simultaneously while squeezing your glutes and raising the kettlebells. | Lower your body and kettlebells back to the floor, then repeat for the desired number of reps.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-superman-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-superman-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-superman
Kettlebell Superman Hold,Lower back,Kettlebells,Advanced,"Stand with feet hip-width apart, kettlebell in one hand, arm fully extended, and hinge at hips. | Lift opposite leg straight behind you, forming a straight line from head to heel. | Hold for 15-30 seconds, switch sides, and repeat for a balanced kettlebell superman hold.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-superman-hold-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-superman-hold-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-superman-hold
Kettlebell Alternating Row,"Biceps, Forearms, Lats",Kettlebells,Beginner,"Stand with feet shoulder-width apart, kettlebell in one hand. | Bend at hips, row kettlebell to chest. | Alternate hands for each row.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-alternating-row
Kettlebell Alternating Swing,"Lower back, Glutes, Hamstrings",Kettlebells,Intermediate,"Stand with feet shoulder-width apart, kettlebell between legs. | Hinge at hips, swing kettlebell between legs. | Swing kettlebell up, switch hands at the top, and repeat in a fluid motion.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-swing-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-swing-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-alternating-swing
Kettlebell Bench Press,"Triceps, Chest",Kettlebells,Novice,"Lie on a bench, hold kettlebells above chest. | Lower them to chest, then push up. | Repeat for desired reps, maintaining form.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-bench-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/triceps/kettlebell-bench-press
Kettlebell Clean And Press,"Glutes, Shoulders, Front Shoulders",Kettlebells,Advanced,Start with kettlebells between legs. | Swing kettlebells up to shoulder. | Press kettlebells overhead.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-clean-and-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-clean-and-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-clean-and-press
Kettlebell Conventional Deadlift (Double),"Lower back, Glutes, Hamstrings",Kettlebells,Beginner,"Stand with feet hip-width apart. | Bend at hips and knees to lift kettlebells. | Stand tall, then lower.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-conventional-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-conventional-deadlift-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-conventional-deadlift-double
Kettlebell Snatch (Double),"Glutes, Shoulders, Front Shoulders",Kettlebells,Advanced,"Begin with a two kettlebells between your legs, hinge at hips, then swing it upwards explosively. | As they rise, lock out arm overhead, wrist straight. | Control the descent, then repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-double-snatch-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-double-snatch-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-snatch-double
Kettlebell Swing (Double),"Lower back, Glutes, Hamstrings",Kettlebells,Intermediate,"Stand with feet shoulder-width apart, kettlebells outside legs | Hinge at hips, swing kettlebells forward, then back. | Thrust hips to swing kettlebells upward, keeping arms straight.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-double-swing-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-double-swing-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-swing-double
Kettlebell Figure Four Hip Thrust,Glutes,Kettlebells,Intermediate,"Begin seated, kettlebell on hips. | Lift hips, form figure four leg shape. | Lower, repeat thrusts.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-figure-four-hip-thrust-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-figure-four-hip-thrust-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-figure-four-hip-thrust
Kettlebell Forward Lunge (Double),"Glutes, Quads",Kettlebells,Intermediate,"Hold kettlebell at your side. | Step forward, lunge, and return. | Repeat with opposite leg.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-forward-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-forward-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-forward-lunge-double
Kettlebell Front Rack Curtsy Lunge (Double),"Abdominals, Glutes, Quads",Kettlebells,Advanced,Hold kettlebells in front rack. | Step back and lunge diagonally.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-curtsy-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-curtsy-lunge-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-curtsy-lunge-double
Kettlebell Front Rack Forward Lunge (Double),"Abdominals, Glutes, Quads",Kettlebells,Intermediate,Start with kettlebells in front rack. | Step forward into lunge. | Return to starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-forward-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-forward-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-forward-lunge-double
Kettlebell Front Rack Lateral Lunge (Double),"Abdominals, Glutes, Quads",Kettlebells,Advanced,Hold kettlebell in front rack. | Step sideways into a lunge position. | Return to start position. Repeat.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-lateral-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-lateral-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-lateral-lunge-double
Kettlebell Front Rack Reverse Lunge (Double),"Abdominals, Glutes, Quads",Kettlebells,Intermediate,Start with kettlebell in front rack. | Step back into lunge. | Return to start position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-reverse-lunge-double
Kettlebell Front Rack Single Arm Lateral Lunge,"Abdominals, Glutes, Quads",Kettlebells,Intermediate,"Hold kettlebell in front rack. | Step sideways, lunge.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-single-arm-lateral-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-front-rack-single-arm-lateral-lunge-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-single-arm-lateral-lunge
Kettlebell Front Rack Squat,"Abdominals, Glutes, Quads",Kettlebells,Beginner,"Hold kettlebells close to chest. | Squat down, keeping chest up. | Stand up, extending hips fully.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-rack-squat-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebell-front-rack-squat
Kettlebell Full Swing,"Lower back, Glutes, Hamstrings, Shoulders, Front Shoulders",Kettlebells,Intermediate,"Stand with feet shoulder-width apart, kettlebell between legs. | Hinge at hips, grip kettlebell, and swing it overhead. | Extend hips and knees, lock out arms at the top.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-full-swing-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-full-swing-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-full-swing
Kettlebell Gorilla Row,"Biceps, Lats, Obliques",Kettlebells,Intermediate,"Stand with kettlebell between legs. | Hinge at hips, grab kettlebell, pull to chest and rotate at the torso",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-gorilla-row
Kettlebell Guillotine Bench Press,"Triceps, Chest",Kettlebells,Intermediate,"Lie on bench, hold kettlebell with both hands over chest. | Lower kettlebells, elbows flared. | Press kettlebells upward, fully extending arms. Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-guillotine-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-guillotine-bench-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/triceps/kettlebell-guillotine-bench-press
Kettlebell Lateral Lunge,"Glutes, Quads",Kettlebells,Intermediate,"Hold kettlebells in front of you. | Step sideways, lunge down and let the kettlebells land between your legs. | Push off, return to start. Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-lateral-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-lateral-lunge-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-lateral-lunge
Kettlebell Pec Fly,Chest,Kettlebells,Beginner,"Lie flat on a bench, holding a kettlebell in each hand above your chest. | Slowly lower the kettlebells outwards, then lift them back up to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-pec-fly-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-pec-fly-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/chest/kettlebell-pec-fly
Kettlebell Push Press,"Shoulders, Triceps, Front Shoulders",Kettlebells,Beginner,"Start with kettlebell in rack position. | Dip at knees and hips. | Explosively push kettlebell overhead, fully extending arms.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-push-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-push-press-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/shoulders/kettlebell-push-press
Kettlebell Rear Delt Row (Double),"Biceps, Traps (mid-back), Shoulders, Rear Shoulders",Kettlebells,Beginner,"Stand with feet hip-width apart, kettlebell in each hand, hinge at hips. | Pull kettlebells while flaring your elbows, squeezing shoulder blades. Keep back flat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-rear-delt-row-side_8lh6HT6.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-rear-delt-row-front_t7u0Mf0.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-rear-delt-row-double
Kettlebell Reverse Curl,"Biceps, Forearms",Kettlebells,Beginner,"Stand with feet hip-width apart. | Hold kettlebell with palms facing down. | Lift kettlebell toward shoulders, squeezing biceps, then lower with control.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-curl-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-reverse-curl
Kettlebell Reverse Lunge,"Glutes, Quads",Kettlebells,Novice,"Hold kettlebells at your side. | Step backward, lower body.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-reverse-lunge
Kettlebell Romanian Deadlift,"Lower back, Glutes, Hamstrings",Kettlebells,Beginner,"Stand with feet hip-width apart, holding kettlebells in front. | Hinge at hips, keeping back straight, and lower kettlebells towards ground. | Return to start position, squeezing glutes at the top.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-romanian-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-romanian-deadlift-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/lowerback/kettlebell-romanian-deadlift
Kettlebell Row,"Biceps, Forearms, Lats",Kettlebells,Beginner,"Stand with feet shoulder-width apart, hold a kettlebell in each hand. | Hinge at hips, keep back straight, and pull both kettlebells to hips.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/biceps/kettlebell-row
Kettlebell Shrug,Traps,Kettlebells,Novice,"Stand with feet hip-width apart, hold one kettlebell in each hand at your sides. | Lift your shoulders upward while keeping arms straight. | Lower shoulders back down, repeat for desired reps.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-shrug-side.mp4#t=0.1,https://musclewiki.com/kettlebells/male/traps/kettlebell-shrug
Kettlebell Silverback Shrug,Traps (mid-back),Kettlebells,Beginner,"Stand with feet hip-width apart, hold one kettlebell in each hand at your sides, and lean forward. | Lift your shoulders backward while keeping arms straight. | Lower shoulders back down, repeat for desired reps.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-silverback-shrug-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-silverback-shrug-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug
Kettlebell Single Arm Clean And Press,"Glutes, Shoulders, Triceps, Front Shoulders",Kettlebells,Intermediate,"Begin with the kettlebell between your legs. | Hinge at your hips, and lift to shoulder, then press overhead.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-clean-and-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-clean-and-press-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-clean-and-press
Kettlebell Single Arm Curtsy Lunge,"Glutes, Quads",Kettlebells,Intermediate,,,,,,https://musclewiki.com/kettlebells/male/glutes/Kettlebell-single-arm-curtsy-lunge
Kettlebell Single Arm Front Rack Forward Lunge,"Abdominals, Glutes, Quads",Kettlebells,Intermediate,"Hold kettlebell in front rack position. | Step forward, lunge. Bringing your back knee to the floor. | Extend your knee and return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-front-rack-forward-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-front-rack-forward-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/abdominals/kettlebells-single-arm-front-rack-forward-lunge
Kettlebell Single Arm Front Rack Reverse Lunge,"Glutes, Quads",Kettlebells,Intermediate,"Hold kettlebell in front rack position. | Step backward, lunge. Bring your back knee to the floor. | Extend your knee back into the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-front-rack-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-single-arm-front-rack-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/kettlebells/male/glutes/kettlebells-single-arm-front-rack-reverse-lunge
